Solar elevation from 
at altitude=25.00Km latitude=40.00 longitude=-86.00

Day	== Time ==	Solar Elevation
12-07	14:59:42	+15.642°
12-07	15:57:22	+07.626°
12-07	16:55:01	-01.608°
12-08	07:19:18	-01.621°
12-08	08:16:53	+07.585°
12-08	09:14:27	+15.574°
12-08	10:12:02	+21.876°
12-08	11:09:37	+25.964°
12-08	12:07:11	+27.387°
12-08	13:04:46	+25.964°
12-08	14:02:20	+21.876°
12-08	14:59:55	+15.574°
12-08	15:57:29	+07.585°
12-08	16:55:04	-01.621°
12-09	07:20:07	-01.633°
12-09	08:17:37	+07.548°
12-09	09:15:07	+15.511°
12-09	10:12:38	+21.790°
12-09	11:10:08	+25.862°
12-09	12:07:38	+27.279°
12-09	13:05:08	+25.862°
12-09	14:02:38	+21.790°
12-09	15:00:08	+15.511°
12-09	15:57:39	+07.548°
12-09	16:55:09	-01.633°
12-10	07:20:55	-01.645°
12-10	08:18:21	+07.512°
12-10	09:15:47	+15.452°
12-10	10:13:13	+21.710°
12-10	11:10:39	+25.766°
12-10	12:08:05	+27.178°
12-10	13:05:31	+25.766°
12-10	14:02:57	+21.710°
12-10	15:00:23	+15.452°
12-10	15:57:49	+07.512°
12-10	16:55:15	-01.645°
12-11	07:21:41	-01.655°
12-11	08:19:03	+07.480°
12-11	09:16:25	+15.398°
12-11	10:13:48	+21.636°
12-11	11:11:10	+25.678°
12-11	12:08:32	+27.085°
12-11	13:05:54	+25.678°
12-11	14:03:16	+21.636°
12-11	15:00:39	+15.398°
12-11	15:58:01	+07.480°
12-11	16:55:23	-01.655°
12-12	07:22:26	-01.665°
12-12	08:19:45	+07.450°
12-12	09:17:03	+15.348°
12-12	10:14:22	+21.568°
12-12	11:11:41	+25.597°
12-12	12:08:59	+26.999°
12-12	13:06:18	+25.597°
12-12	14:03:37	+21.568°
12-12	15:00:56	+15.348°
12-12	15:58:14	+07.450°
12-12	16:55:33	-01.665°
12-13	07:23:09	-01.674°
12-13	08:20:25	+07.422°
12-13	09:17:40	+15.302°
12-13	10:14:56	+21.506°
12-13	11:12:11	+25.523°
12-13	12:09:27	+26.921°
12-13	13:06:42	+25.523°
12-13	14:03:58	+21.506°
12-13	15:01:13	+15.302°
12-13	15:58:29	+07.422°
12-13	16:55:44	-01.674°
12-14	07:23:51	-01.682°
12-14	08:21:04	+07.397°
12-14	09:18:17	+15.261°
12-14	10:15:29	+21.450°
12-14	11:12:42	+25.457°
12-14	12:09:55	+26.850°
12-14	13:07:07	+25.457°
12-14	14:04:20	+21.450°
12-14	15:01:32	+15.261°
12-14	15:58:45	+07.397°
12-14	16:55:58	-01.682°
12-15	07:24:32	-01.689°
12-15	08:21:42	+07.375°
12-15	09:18:52	+15.224°
12-15	10:16:02	+21.400°
12-15	11:13:12	+25.397°
12-15	12:10:22	+26.787°
12-15	13:07:32	+25.397°
12-15	14:04:42	+21.400°
12-15	15:01:52	+15.224°
12-15	15:59:02	+07.375°
12-15	16:56:12	-01.689°
12-16	07:25:11	-01.696°
12-16	08:22:19	+07.356°
12-16	09:19:27	+15.191°
12-16	10:16:35	+21.356°
12-16	11:13:42	+25.345°
12-16	12:10:50	+26.732°
12-16	13:07:58	+25.345°
12-16	14:05:06	+21.356°
12-16	15:02:13	+15.191°
12-16	15:59:21	+07.356°
12-16	16:56:29	-01.696°
12-17	07:25:49	-01.701°
12-17	08:22:55	+07.339°
12-17	09:20:00	+15.163°
12-17	10:17:06	+21.318°
12-17	11:14:12	+25.300°
12-17	12:11:18	+26.685°
12-17	13:08:24	+25.300°
12-17	14:05:29	+21.318°
12-17	15:02:35	+15.163°
12-17	15:59:41	+07.339°
12-17	16:56:47	-01.701°
12-18	07:26:25	-01.706°
12-18	08:23:29	+07.325°
12-18	09:20:33	+15.140°
12-18	10:17:37	+21.286°
12-18	11:14:42	+25.263°
12-18	12:11:46	+26.645°
12-18	13:08:50	+25.263°
12-18	14:05:54	+21.286°
12-18	15:02:58	+15.140°
12-18	16:00:02	+07.325°
12-18	16:57:07	-01.706°
12-19	07:26:59	-01.709°
12-19	08:24:02	+07.314°
12-19	09:21:05	+15.121°
12-19	10:18:08	+21.261°
12-19	11:15:11	+25.233°
12-19	12:12:14	+26.613°
12-19	13:09:16	+25.233°
12-19	14:06:19	+21.261°
12-19	15:03:22	+15.121°
12-19	16:00:25	+07.314°
12-19	16:57:28	-01.709°
12-20	07:27:32	-01.712°
12-20	08:24:34	+07.305°
12-20	09:21:36	+15.107°
12-20	10:18:38	+21.242°
12-20	11:15:40	+25.210°
12-20	12:12:41	+26.589°
12-20	13:09:43	+25.210°
12-20	14:06:45	+21.242°
12-20	15:03:47	+15.107°
12-20	16:00:49	+07.305°
12-20	16:57:51	-01.712°
12-21	07:28:03	-01.714°
12-21	08:25:04	+07.300°
12-21	09:22:06	+15.098°
12-21	10:19:07	+21.229°
12-21	11:16:08	+25.194°
12-21	12:13:09	+26.573°
12-21	13:10:10	+25.194°
12-21	14:07:12	+21.229°
12-21	15:04:13	+15.098°
12-21	16:01:14	+07.300°
12-21	16:58:15	-01.714°
12-22	07:28:33	-01.715°
12-22	08:25:34	+07.297°
12-22	09:22:34	+15.093°
12-22	10:19:35	+21.222°
12-22	11:16:36	+25.186°
12-22	12:13:37	+26.564°
12-22	13:10:38	+25.186°
12-22	14:07:39	+21.222°
12-22	15:04:39	+15.093°
12-22	16:01:40	+07.297°
12-22	16:58:41	-01.715°
12-23	07:29:00	-01.715°
12-23	08:26:01	+07.296°
12-23	09:23:02	+15.092°
12-23	10:20:03	+21.222°
12-23	11:17:04	+25.186°
12-23	12:14:04	+26.564°
12-23	13:11:05	+25.186°
12-23	14:08:06	+21.222°
12-23	15:05:07	+15.092°
12-23	16:02:08	+07.296°
12-23	16:59:09	-01.715°
12-24	07:29:26	-01.714°
12-24	08:26:27	+07.299°
12-24	09:23:29	+15.097°
12-24	10:20:30	+21.228°
12-24	11:17:31	+25.193°
12-24	12:14:32	+26.571°
12-24	13:11:33	+25.193°
12-24	14:08:34	+21.228°
12-24	15:05:35	+15.097°
12-24	16:02:36	+07.299°
12-24	16:59:37	-01.714°
12-25	07:29:50	-01.712°
12-25	08:26:52	+07.304°
12-25	09:23:54	+15.106°
12-25	10:20:56	+21.240°
12-25	11:17:57	+25.207°
12-25	12:14:59	+26.586°
12-25	13:12:01	+25.207°
12-25	14:09:03	+21.240°
12-25	15:06:04	+15.106°
12-25	16:03:06	+07.304°
12-25	17:00:08	-01.712°
12-26	07:30:13	-01.710°
12-26	08:27:15	+07.313°
12-26	09:24:18	+15.119°
12-26	10:21:21	+21.258°
12-26	11:18:24	+25.229°
12-26	12:15:26	+26.609°
12-26	13:12:29	+25.229°
12-26	14:09:32	+21.258°
12-26	15:06:34	+15.119°
12-26	16:03:37	+07.313°
12-26	17:00:40	-01.710°
12-27	07:30:33	-01.706°
12-27	08:27:37	+07.323°
12-27	09:24:41	+15.137°
12-27	10:21:45	+21.282°
12-27	11:18:49	+25.258°
12-27	12:15:53	+26.640°
12-27	13:12:57	+25.258°
12-27	14:10:01	+21.282°
12-27	15:07:05	+15.137°
12-27	16:04:09	+07.323°
12-27	17:01:13	-01.706°
12-28	07:30:52	-01.702°
12-28	08:27:58	+07.337°
12-28	09:25:03	+15.160°
12-28	10:22:09	+21.313°
12-28	11:19:14	+25.294°
12-28	12:16:20	+26.679°
12-28	13:13:25	+25.294°
12-28	14:10:31	+21.313°
12-28	15:07:36	+15.160°
12-28	16:04:42	+07.337°
12-28	17:01:47	-01.702°
12-29	07:31:09	-01.696°
12-29	08:28:16	+07.353°
12-29	09:25:24	+15.187°
12-29	10:22:31	+21.350°
12-29	11:19:39	+25.338°
12-29	12:16:46	+26.725°
12-29	13:13:54	+25.338°
12-29	14:11:01	+21.350°
12-29	15:08:08	+15.187°
12-29	16:05:16	+07.353°
12-29	17:02:23	-01.696°
12-30	07:31:24	-01.690°
12-30	08:28:33	+07.372°
12-30	09:25:43	+15.219°
12-30	10:22:53	+21.393°
12-30	11:20:02	+25.390°
12-30	12:17:12	+26.779°
12-30	13:14:22	+25.390°
12-30	14:11:32	+21.393°
12-30	15:08:41	+15.219°
12-30	16:05:51	+07.372°
12-30	17:03:01	-01.690°
12-31	07:31:37	-01.683°
12-31	08:28:49	+07.394°
12-31	09:26:01	+15.255°
12-31	10:23:13	+21.443°
12-31	11:20:26	+25.448°
12-31	12:17:38	+26.841°
12-31	13:14:50	+25.448°
12-31	14:12:02	+21.443°
12-31	15:09:15	+15.255°
12-31	16:06:27	+07.394°
12-31	17:03:39	-01.683°
